,dist
6142100b3ac25c70a5c6ca9d.json,55.82842712474619
6142195dbaaf234b352905f4.json,78.0
6141d8c43ac25c70a5c6c92b.json,55.236067977499786
6141d1634e27a1844a5f0110.json,44.41421356237309
6141d6573ac25c70a5c6c909.json,54.0
61424dd84e27a1844a5f0754.json,40.60555127546399
6142488c31cf3ef3d4a9f42e.json,19.39834563766817
61425e11baaf234b352906ca.json,78.0
614247df4e27a1844a5f072c.json,43.39834563766817
6142a4924e27a1844a5f08c4.json,41.82842712474619
614217adee0a3fd43fb47e85.json,10.39834563766817
6141d54b31cf3ef3d4a9ef0e.json,21.226772762414363
6142710b4e27a1844a5f07f4.json,44.767828935632366
614212124e27a1844a5f05c0.json,43.39834563766817
6141e5ee4e27a1844a5f0380.json,43.47213595499958
6141d46eee0a3fd43fb47b6d.json,20.841619252963778
6142106dbaaf234b352905ce.json,78.0
6141d00531cf3ef3d4a9ede6.json,21.182042498005465
6141d92fee0a3fd43fb47bfb.json,17.650281539872886
6143e71031cf3ef3d4a9f7a8.json,20.63441361516796
6141e2ef31cf3ef3d4a9f06e.json,14.60555127546399
61423d3f31cf3ef3d4a9f400.json,16.84161925296378
6141d6a99cbada84a86769ab.json,41.82842712474619
6141e1329cbada84a8676a9d.json,41.82842712474619
6141e1fc31cf3ef3d4a9f05a.json,18.414213562373096
6141d025ee0a3fd43fb47a87.json,11.07768723046357
6142856a31cf3ef3d4a9f556.json,20.414213562373096
6141e28b31cf3ef3d4a9f068.json,16.605551275463988
6141d2823ac25c70a5c6c8c5.json,54.0
6141d7c54e27a1844a5f0218.json,43.242640687119284
6141d6e431cf3ef3d4a9ef44.json,22.077687230463567
61429380baaf234b35290708.json,78.0
6141e6bf4e27a1844a5f0392.json,43.82842712474619
6141cf294e27a1844a5f001c.json,40.60555127546399
6141e1804e27a1844a5f0322.json,43.01976483783709
6142c5e131cf3ef3d4a9f61c.json,14.60555127546399
614214a0baaf234b352905dc.json,77.0
6144b4283ac25c70a5c6cd95.json,54.0
6142163631cf3ef3d4a9f2dc.json,19.21110255092798
61424a3331cf3ef3d4a9f438.json,18.43397840021018
6141dbd3ee0a3fd43fb47c41.json,9.019764837837084
6141cf22a05be5973bd77a7d.json,71.0
6142f77031cf3ef3d4a9f6a0.json,20.76782893563237
614264fe31cf3ef3d4a9f4d2.json,17.605551275463988
6141e882ee0a3fd43fb47d19.json,23.019764837837087
6143b18631cf3ef3d4a9f78c.json,22.00389691313216
6141eee49cbada84a8676b57.json,30.605551275463988
6141db17baaf234b352903b4.json,77.0
614335d231cf3ef3d4a9f708.json,17.23606797749979
614230134e27a1844a5f06a2.json,43.39834563766817
6141f27cee0a3fd43fb47d95.json,17.650281539872886
6141d5ccbaaf234b3529032e.json,78.0
6141d9ce4e27a1844a5f0258.json,43.82842712474619
6141cf863ac25c70a5c6c867.json,54.41421356237309
6141d00951c1cbd9654b888e.json,71.0
614341194e27a1844a5f0a0c.json,45.84819196258327
61420ecd9cbada84a8676c61.json,41.82842712474619
6143c1d44e27a1844a5f0a7a.json,45.82842712474619
6141cf1b3ac25c70a5c6c841.json,54.41421356237309
6143d03e3ac25c70a5c6cd39.json,54.236067977499786
6141f70eee0a3fd43fb47dc3.json,0.0
614205749cbada84a8676c1d.json,31.650281539872886
614212e731cf3ef3d4a9f2c2.json,21.06449510224598
6142e1014e27a1844a5f0964.json,43.39834563766817
6141d1ef4e27a1844a5f0132.json,44.767828935632366
614688ce31cf3ef3d4a9f83a.json,20.39834563766817
6142f7d54e27a1844a5f0992.json,43.01976483783709
6143f5af31cf3ef3d4a9f7b2.json,20.255832815336873
614220b04e27a1844a5f062c.json,44.47870866461908
6141d7d49cbada84a86769cf.json,40.60555127546399
6141e0c7baaf234b35290410.json,77.0
614200eb3ac25c70a5c6ca59.json,54.82842712474619
6141d7349cbada84a86769bb.json,29.0
6142539a3ac25c70a5c6cb7f.json,54.0
6141d0aabaaf234b35290254.json,78.0
614234ec4e27a1844a5f06be.json,44.767828935632366
6141dd32baaf234b352903d4.json,78.0
61420d3a4e27a1844a5f058c.json,42.82842712474619
6141cf4b3ac25c70a5c6c857.json,54.0
6141f6893ac25c70a5c6ca1f.json,54.0
6142bcbd4e27a1844a5f0906.json,40.60555127546399
6141d6869cbada84a86769a7.json,33.84161925296378
61440fee31cf3ef3d4a9f7d0.json,21.76782893563237
6141ed9a31cf3ef3d4a9f112.json,20.414213562373096
6141d1cf9cbada84a86768eb.json,43.01976483783709
6141fa2f4e27a1844a5f04c0.json,43.47213595499958
6141e184ee0a3fd43fb47cad.json,20.478708664619074
6141e2eb9cbada84a8676ab7.json,30.605551275463988
6141cf8eee0a3fd43fb47a49.json,17.39834563766817
6141f75c4e27a1844a5f0498.json,43.60555127546399
6141cff0baaf234b3529021a.json,77.0
6142194331cf3ef3d4a9f2f2.json,20.39834563766817
6143724c4e27a1844a5f0a40.json,44.41421356237309
6141d0c59cbada84a86768a9.json,33.06449510224598
6141cf3dee0a3fd43fb47a13.json,7.650281539872885
6141cf744e27a1844a5f005c.json,44.767828935632366
61420e4d31cf3ef3d4a9f29a.json,14.60555127546399
6141e0034e27a1844a5f0304.json,43.242640687119284
61426cea31cf3ef3d4a9f4f6.json,19.242640687119284
6141cf60ee0a3fd43fb47a2f.json,9.70820393249937
6141d5e8baaf234b35290332.json,78.0
6146dd853ac25c70a5c6cdeb.json,55.236067977499786
6141cf6fcc0e69a0cf28ab63.json,39.16227766016838
6141e60731cf3ef3d4a9f09e.json,17.84161925296378
61424c064e27a1844a5f0748.json,41.650281539872886
6141e1c1baaf234b35290420.json,78.0
6141d889baaf234b3529037a.json,77.0
61421dfe31cf3ef3d4a9f31a.json,18.886349517372675
61429a26ee0a3fd43fb47f71.json,18.43397840021018
6141cf11cc0e69a0cf28ab37.json,37.47213595499958
61422b5d31cf3ef3d4a9f388.json,21.182042498005465
6141dbf14e27a1844a5f0294.json,41.650281539872886
6141eb094e27a1844a5f03dc.json,40.60555127546399
6141d1063ac25c70a5c6c8a1.json,53.0
6141f4b54e27a1844a5f0474.json,39.60555127546399
61422ce3ee0a3fd43fb47edd.json,7.60555127546399
6141dfb74e27a1844a5f02fc.json,43.39834563766817
6142db4e3ac25c70a5c6cc5d.json,54.41421356237309
6142a01c3ac25c70a5c6cc17.json,54.0
614201e131cf3ef3d4a9f210.json,22.242640687119287
6142c22f3ac25c70a5c6cc3d.json,54.0
6142791731cf3ef3d4a9f524.json,20.478708664619074
6141cfd34e27a1844a5f008e.json,43.767828935632366
6141e1d831cf3ef3d4a9f058.json,22.84819196258327
6141d3acbaaf234b352902e6.json,78.0
6141fef04e27a1844a5f04fe.json,43.47213595499958
6141d08e4e27a1844a5f00d6.json,43.01976483783709
6142253f31cf3ef3d4a9f358.json,19.39834563766817
6141d64c31cf3ef3d4a9ef30.json,16.605551275463988
614202353ac25c70a5c6ca61.json,54.41421356237309
6141d1bd4e27a1844a5f0126.json,45.84819196258327
61421d7f31cf3ef3d4a9f316.json,20.76782893563237
6141d1743ac25c70a5c6c8ad.json,55.236067977499786
6141d1a4baaf234b3529028c.json,77.0
6141e22e9cbada84a8676aad.json,32.82842712474619
614207099cbada84a8676c29.json,32.01976483783709
6141cf329cbada84a86767f1.json,30.0
6141cfb89cbada84a867684d.json,42.82842712474619
614215c24e27a1844a5f05dc.json,43.01976483783709
614288a631cf3ef3d4a9f562.json,20.63441361516796
6143dbd34e27a1844a5f0a82.json,44.41421356237309
6141d671ee0a3fd43fb47bb3.json,20.89292222699217
6141cf13b842c2e72e2f2d4c.json,24.605551275463988
6141d2919cbada84a8676911.json,43.242640687119284
6141f8d7ee0a3fd43fb47dd9.json,9.019764837837084
6144390e3ac25c70a5c6cd6f.json,54.82842712474619
6141d854baaf234b35290374.json,78.0
61427b299cbada84a8676d51.json,29.605551275463988
6142eee64e27a1844a5f0982.json,43.82842712474619
6141ee869cbada84a8676b51.json,41.82842712474619
6141d67e4e27a1844a5f01f0.json,43.242640687119284
61424f664e27a1844a5f075e.json,41.82842712474619
6141d93131cf3ef3d4a9ef8a.json,20.76782893563237
6141cf173ac25c70a5c6c83d.json,51.0
6141de4e9cbada84a8676a67.json,40.60555127546399
6141d0f99cbada84a86768b5.json,32.82842712474619
61422577baaf234b35290632.json,78.0
614351224e27a1844a5f0a1e.json,41.650281539872886
6142511d31cf3ef3d4a9f462.json,19.064495102245978
6141d1859cbada84a86768d9.json,29.605551275463988
6141ede7ee0a3fd43fb47d5f.json,21.182042498005465
6141d9f64e27a1844a5f025c.json,43.39834563766817
6142531e4e27a1844a5f0778.json,44.767828935632366
6141cf3bcc0e69a0cf28ab5b.json,37.39834563766817
61422a4f4e27a1844a5f0674.json,43.47213595499958
61420ebbee0a3fd43fb47e61.json,20.255832815336873
6141de69baaf234b352903ec.json,78.0
614277b74e27a1844a5f080a.json,44.767828935632366
6142b820ee0a3fd43fb47f83.json,8.576491222541474
6141d62bee0a3fd43fb47ba9.json,17.82842712474619
6141ecb0ee0a3fd43fb47d55.json,7.650281539872885
6142e6093ac25c70a5c6cc69.json,54.0
6142f8a431cf3ef3d4a9f6a4.json,20.255832815336873
6141d6d04e27a1844a5f01fc.json,42.242640687119284
6141f9d54e27a1844a5f04bc.json,41.82842712474619
6141de0631cf3ef3d4a9f004.json,20.39834563766817
6141fb8e31cf3ef3d4a9f1ce.json,22.242640687119287
6142209531cf3ef3d4a9f332.json,21.84819196258327
6142246531cf3ef3d4a9f352.json,19.478708664619077
6141d70a31cf3ef3d4a9ef48.json,22.59625606037856
614248dd9cbada84a8676cff.json,30.605551275463988
6142a8c831cf3ef3d4a9f5ce.json,21.84819196258327
6141cfd2ee0a3fd43fb47a69.json,7.841619252963779
6141d7c631cf3ef3d4a9ef60.json,18.886349517372675
6141e470ee0a3fd43fb47cdf.json,18.242640687119284
6141f6d39cbada84a8676b9f.json,41.650281539872886
6142654c31cf3ef3d4a9f4d4.json,17.84161925296378
6141ec6bee0a3fd43fb47d51.json,19.812559200041267
6141ec9f9cbada84a8676b3b.json,34.41421356237309
6141d75dee0a3fd43fb47bcb.json,17.019764837837084
61433f774e27a1844a5f0a0a.json,44.41421356237309
6141cf11ae4fb853db2e3f14.json,42.0
6141fc8531cf3ef3d4a9f1d4.json,21.14287046345474
614238c84e27a1844a5f06d2.json,43.01976483783709
614206b24e27a1844a5f054a.json,43.242640687119284
6141de55baaf234b352903ea.json,77.0
614468303ac25c70a5c6cd7d.json,54.0
6141cfa09cbada84a8676841.json,43.01976483783709
614279dd4e27a1844a5f0814.json,44.767828935632366
6141cfe831cf3ef3d4a9edda.json,20.39834563766817
614341633ac25c70a5c6ccd1.json,56.16227766016838
6141f54a3ac25c70a5c6ca19.json,55.82842712474619
6141ec5331cf3ef3d4a9f102.json,20.39834563766817
6141fff94e27a1844a5f050c.json,41.650281539872886
6141d1e2ee0a3fd43fb47afb.json,18.886349517372675
614220f5ee0a3fd43fb47eb7.json,19.43397840021018
6141d4eabaaf234b35290312.json,78.0
6141ec1b3ac25c70a5c6c9d9.json,55.60555127546399
6142febc31cf3ef3d4a9f6ae.json,22.242640687119287
6141ef879cbada84a8676b5f.json,29.82842712474619
6144fd8b31cf3ef3d4a9f816.json,17.39834563766817
6141f4069cbada84a8676b8b.json,29.23606797749979
6141cfa4ee0a3fd43fb47a55.json,4.60555127546399
6141fc764e27a1844a5f04e2.json,40.60555127546399
6141fb9fbaaf234b3529054c.json,78.0
6141f477ee0a3fd43fb47dab.json,17.019764837837084
6143af9d4e27a1844a5f0a70.json,45.84819196258327
6141eded4e27a1844a5f040a.json,43.242640687119284
6142a5504e27a1844a5f08c8.json,43.242640687119284
6141cf2abaaf234b352901aa.json,78.0
6142834931cf3ef3d4a9f54c.json,17.39834563766817
6141cffabaaf234b3529021e.json,78.0
6141d80a3ac25c70a5c6c923.json,56.60555127546399
6142abcd31cf3ef3d4a9f5d6.json,19.39834563766817
6141fba89cbada84a8676bcb.json,33.06449510224598
6142955f9cbada84a8676d6b.json,44.767828935632366
614226ea3ac25c70a5c6caf5.json,53.0
614289564e27a1844a5f0856.json,41.650281539872886
6141d73731cf3ef3d4a9ef4e.json,21.76782893563237
6142580b31cf3ef3d4a9f492.json,17.019764837837084
61432baf4e27a1844a5f09ee.json,42.39834563766817
6141d1f69cbada84a86768f1.json,41.650281539872886
61430acf4e27a1844a5f09b8.json,43.01976483783709
6141dacbbaaf234b352903b2.json,77.0
614275d631cf3ef3d4a9f51c.json,21.84819196258327
6141d0754e27a1844a5f00ce.json,43.39834563766817
6141cf36ee0a3fd43fb47a0d.json,17.019764837837084
6141cfa831cf3ef3d4a9edbe.json,20.63441361516796
6141cf749cbada84a8676827.json,40.60555127546399
6143fae931cf3ef3d4a9f7ba.json,18.478708664619077
6141d4c031cf3ef3d4a9eef8.json,20.242640687119287
6141cf609cbada84a8676819.json,44.767828935632366
6141d23d3ac25c70a5c6c8bf.json,54.0
61427945baaf234b352906ee.json,77.0
614244343ac25c70a5c6cb55.json,53.0
6141cf769cbada84a8676829.json,31.414213562373096
6142f73f4e27a1844a5f0990.json,43.01976483783709
6141d74531cf3ef3d4a9ef50.json,21.625316113301075
6141d9c9baaf234b35290398.json,78.0
614225f54e27a1844a5f065a.json,41.650281539872886
6142dcd74e27a1844a5f0958.json,44.41421356237309
6141de393ac25c70a5c6c967.json,54.0
6142606f4e27a1844a5f07b6.json,44.47870866461908
6142b76f31cf3ef3d4a9f5fc.json,23.084259940083065
6141e54bbaaf234b35290452.json,78.0
6141d864baaf234b35290376.json,78.0
6141db70baaf234b352903bc.json,78.0
614277163ac25c70a5c6cbdb.json,55.82842712474619
6142013731cf3ef3d4a9f20a.json,24.43397840021018
6141d0ee31cf3ef3d4a9ee32.json,20.63441361516796
6145b8f24e27a1844a5f0af6.json,41.82842712474619
614286e33ac25c70a5c6cbf3.json,55.60555127546399
6141d0dd31cf3ef3d4a9ee2e.json,20.255832815336873
6144582d4e27a1844a5f0abe.json,41.650281539872886
6141e592baaf234b35290458.json,78.0
6142084e31cf3ef3d4a9f256.json,22.262405524956367
614333103ac25c70a5c6ccc1.json,52.0
6141d809baaf234b3529036e.json,77.0
6141d12e31cf3ef3d4a9ee42.json,18.414213562373096
6141cf23cc0e69a0cf28ab53.json,34.60555127546399
6141d19bbaaf234b3529028a.json,78.0
6141cf1fee0a3fd43fb479ef.json,17.84161925296378
6142547231cf3ef3d4a9f476.json,19.39834563766817
6141cfe331cf3ef3d4a9edd8.json,23.676619087329463
6142cce031cf3ef3d4a9f632.json,20.478708664619074
614212ce4e27a1844a5f05c4.json,43.01976483783709
6141cf2bbaaf234b352901ac.json,76.0
6141f80e4e27a1844a5f04a2.json,40.60555127546399
614211354e27a1844a5f05b4.json,43.01976483783709
6143a9d64e27a1844a5f0a68.json,44.41421356237309
6143857a3ac25c70a5c6cd0b.json,54.0
61423cafbaaf234b3529067e.json,77.0
6142266931cf3ef3d4a9f362.json,18.886349517372675
6142693dee0a3fd43fb47f55.json,19.65685424949238
614248bd31cf3ef3d4a9f430.json,20.478708664619074
61466e8731cf3ef3d4a9f838.json,20.82842712474619
6142683eee0a3fd43fb47f51.json,18.76782893563237
6142692831cf3ef3d4a9f4e6.json,17.650281539872886
6141d78cbaaf234b35290360.json,77.0
6141e146ee0a3fd43fb47ca9.json,20.39834563766817
6141cf194e27a1844a5efffe.json,44.47870866461908
6141d2424e27a1844a5f0142.json,41.82842712474619
6141d71831cf3ef3d4a9ef4a.json,22.82842712474619
6141cfe54e27a1844a5f0096.json,43.39834563766817
614254e231cf3ef3d4a9f478.json,14.60555127546399
6141d5cfee0a3fd43fb47b9d.json,19.65685424949238
614398c631cf3ef3d4a9f77a.json,19.886349517372675
6141d6c34e27a1844a5f01fa.json,43.01976483783709
6142152931cf3ef3d4a9f2d4.json,21.071067811865476
6141e17531cf3ef3d4a9f052.json,20.242640687119284
6141d2e8baaf234b352902c8.json,78.0
61421652baaf234b352905e8.json,78.0
6141d28431cf3ef3d4a9ee92.json,22.43397840021018
6141cf6cee0a3fd43fb47a37.json,17.605551275463988
6141cf8bbaaf234b352901ee.json,78.0
6144aa6b3ac25c70a5c6cd8d.json,55.82842712474619
61422907ee0a3fd43fb47ed3.json,5.0
6141d7354e27a1844a5f0208.json,41.650281539872886
61424dcf31cf3ef3d4a9f44a.json,20.255832815336873
6141f77bbaaf234b35290530.json,78.0
614215a49cbada84a8676c77.json,43.39834563766817
61423a3f3ac25c70a5c6cb39.json,52.0
6141cfdbee0a3fd43fb47a6d.json,17.019764837837084
6144acb53ac25c70a5c6cd8f.json,54.0
6141d3819cbada84a8676939.json,40.60555127546399
6141f5944e27a1844a5f0480.json,43.60555127546399
6141cf2b9cbada84a86767e7.json,30.605551275463988
6141cf303ac25c70a5c6c84d.json,55.0
614205219cbada84a8676c19.json,43.60555127546399
6141ed27ee0a3fd43fb47d59.json,8.47213595499958
61428da34e27a1844a5f086a.json,43.39834563766817
6142926631cf3ef3d4a9f58a.json,21.59524158061724
6142391e4e27a1844a5f06d6.json,41.82842712474619
6141d6624e27a1844a5f01ec.json,43.60555127546399
6141eb2aee0a3fd43fb47d41.json,8.47213595499958
6141d3c84e27a1844a5f018a.json,45.84819196258327
6141dafaee0a3fd43fb47c2d.json,19.019764837837084
614282d14e27a1844a5f0838.json,43.242640687119284
614229b231cf3ef3d4a9f37a.json,21.84819196258327
6141d77d4e27a1844a5f0210.json,43.39834563766817
614275af9cbada84a8676d4d.json,29.605551275463988
61420c779cbada84a8676c53.json,39.60555127546399
6141ebb54e27a1844a5f03e4.json,44.767828935632366
61427f4231cf3ef3d4a9f540.json,20.848191962583275
6141d0574e27a1844a5f00c4.json,44.41421356237309
6141d93eee0a3fd43fb47bfd.json,20.255832815336873
6143736231cf3ef3d4a9f75e.json,17.019764837837084
6141f6d84e27a1844a5f0494.json,43.01976483783709
6141d29a3ac25c70a5c6c8c7.json,54.0
6141db179cbada84a8676a21.json,39.60555127546399
6141cf55baaf234b352901d0.json,77.0
61424ebf31cf3ef3d4a9f450.json,19.82842712474619
6142d51631cf3ef3d4a9f642.json,17.47213595499958
61429a65baaf234b35290712.json,78.0
6141f5c0ee0a3fd43fb47db9.json,8.82842712474619
6142bdfc31cf3ef3d4a9f606.json,22.59625606037856
6141d0154e27a1844a5f00aa.json,44.47870866461908
614231de4e27a1844a5f06aa.json,43.242640687119284
6141cf50ee0a3fd43fb47a23.json,22.077687230463567
6141e8e34e27a1844a5f03ba.json,42.47213595499958
61429754baaf234b3529070e.json,77.0
614317784e27a1844a5f09c4.json,45.82842712474619
6141e1acee0a3fd43fb47cb1.json,7.0197648378370845
6141ea024e27a1844a5f03cc.json,42.39834563766817
6141d43b9cbada84a8676953.json,31.650281539872886
614499e33ac25c70a5c6cd87.json,55.82842712474619
6142cdf84e27a1844a5f0936.json,41.650281539872886
6142304f3ac25c70a5c6cb15.json,55.82842712474619
6141d383ee0a3fd43fb47b47.json,22.242640687119287
6141d8cdee0a3fd43fb47bf1.json,10.63441361516796
6141da134e27a1844a5f0260.json,42.39834563766817
6141d543baaf234b3529031c.json,77.0
6141d82f4e27a1844a5f0226.json,43.39834563766817
61421eb531cf3ef3d4a9f322.json,15.650281539872886
6143b54331cf3ef3d4a9f790.json,14.60555127546399
6141f55a4e27a1844a5f047c.json,41.82842712474619
6141d00a31cf3ef3d4a9ede8.json,20.605551275463988
614231474e27a1844a5f06a8.json,45.84819196258327
6142f63d4e27a1844a5f098c.json,43.242640687119284
61422db39cbada84a8676cbf.json,31.650281539872886
6141d3e031cf3ef3d4a9eed2.json,14.60555127546399
6141cf589cbada84a8676813.json,33.06449510224598
6141d342ee0a3fd43fb47b3f.json,17.019764837837084
614238213ac25c70a5c6cb31.json,53.0
6143c9ac31cf3ef3d4a9f79c.json,17.650281539872886
6141d10eee0a3fd43fb47acb.json,10.63441361516796
6143557c31cf3ef3d4a9f73c.json,21.226772762414363
6141cf229cbada84a86767db.json,40.60555127546399
61420ca14e27a1844a5f0588.json,43.41421356237309
6141dfdbbaaf234b35290404.json,78.0
614200184e27a1844a5f050e.json,43.39834563766817
6141ece2ee0a3fd43fb47d57.json,20.478708664619074
6141f077baaf234b352904f2.json,78.0
6142ce833ac25c70a5c6cc4d.json,54.41421356237309
6141edd44e27a1844a5f0408.json,40.60555127546399
61428c5f3ac25c70a5c6cbf7.json,54.0
6143461abaaf234b35290746.json,78.0
61424c659cbada84a8676d09.json,40.60555127546399
6141d2649cbada84a8676907.json,40.60555127546399
6141fc203ac25c70a5c6ca41.json,55.236067977499786
6141e06f31cf3ef3d4a9f03a.json,19.43397840021018
6141dc339cbada84a8676a39.json,31.23606797749979
6141d007ee0a3fd43fb47a7d.json,17.84161925296378
6141cf799cbada84a867682b.json,43.01976483783709
61438fde31cf3ef3d4a9f776.json,19.39834563766817
6141d55ebaaf234b35290320.json,78.0
6141d2fc31cf3ef3d4a9eeaa.json,16.605551275463988
61429da83ac25c70a5c6cc13.json,55.0
6142e6fc31cf3ef3d4a9f672.json,19.242640687119284
6141e9fa31cf3ef3d4a9f0e0.json,22.00389691313216
614203024e27a1844a5f052a.json,40.60555127546399
6141e280baaf234b3529042e.json,78.0
6142596331cf3ef3d4a9f496.json,22.00389691313216
6143b5843ac25c70a5c6cd29.json,55.0
6141dc229cbada84a8676a37.json,43.82842712474619
614237d331cf3ef3d4a9f3da.json,19.242640687119284
61420ebb31cf3ef3d4a9f2a0.json,17.84161925296378
61438b5e3ac25c70a5c6cd11.json,56.60555127546399
6141e58b9cbada84a8676ae5.json,43.242640687119284
6141db2c3ac25c70a5c6c947.json,55.82842712474619
6141f2cc31cf3ef3d4a9f160.json,14.60555127546399
6141d09b4e27a1844a5f00da.json,44.767828935632366
6142d81031cf3ef3d4a9f648.json,22.84819196258327
6141d395baaf234b352902e2.json,78.0
614345b34e27a1844a5f0a12.json,43.82842712474619
6141d09c9cbada84a867689d.json,44.767828935632366
6141cf26baaf234b352901a6.json,78.0
6142c3b231cf3ef3d4a9f612.json,14.60555127546399
6141d3cfbaaf234b352902ec.json,78.0
6141cfacee0a3fd43fb47a59.json,9.019764837837084
6141fb7031cf3ef3d4a9f1cc.json,21.84819196258327
6141feeaee0a3fd43fb47e0d.json,16.605551275463988
6141d5203ac25c70a5c6c8f5.json,55.82842712474619
6141cf3d31cf3ef3d4a9ed78.json,21.06449510224598
6141cf22ee0a3fd43fb479f5.json,20.63441361516796
6141d2d04e27a1844a5f015e.json,44.47870866461908
6141eb834e27a1844a5f03e2.json,40.60555127546399
6142ba053ac25c70a5c6cc39.json,55.82842712474619
6141cf659cbada84a867681d.json,43.39834563766817
6141d505ee0a3fd43fb47b81.json,6.60555127546399
6141ddad4e27a1844a5f02c8.json,43.82842712474619
6142985c9cbada84a8676d6f.json,43.01976483783709
6141cf16a05be5973bd77a69.json,71.0
614205bf9cbada84a8676c1f.json,31.0
6141d53c3ac25c70a5c6c8f7.json,55.236067977499786
6141d0ad31cf3ef3d4a9ee20.json,17.242640687119284
6141cf1b9cbada84a86767cd.json,29.23606797749979
6141f1b9ee0a3fd43fb47d8d.json,11.72865690108165
6142132a4e27a1844a5f05c6.json,43.47213595499958
6142623531cf3ef3d4a9f4be.json,21.43397840021018
6142380e4e27a1844a5f06ce.json,41.650281539872886
6141e251ee0a3fd43fb47cbd.json,17.84161925296378
6141d2b24e27a1844a5f0158.json,43.242640687119284
614202494e27a1844a5f0520.json,43.39834563766817
6141ddf7ee0a3fd43fb47c75.json,21.84819196258327
6141e622baaf234b35290464.json,77.0
614221c54e27a1844a5f0638.json,43.82842712474619
6141db33ee0a3fd43fb47c31.json,14.60555127546399
6141d1334e27a1844a5f0104.json,43.01976483783709
6141e5994e27a1844a5f0378.json,43.39834563766817
6141e0ac9cbada84a8676a91.json,29.23606797749979
6142305fbaaf234b3529065a.json,77.0
6142610c9cbada84a8676d39.json,31.650281539872886
6141cf6431cf3ef3d4a9ed96.json,19.019764837837084
614269993ac25c70a5c6cbb9.json,55.0
6142f3ce3ac25c70a5c6cc81.json,54.0
6141d656ee0a3fd43fb47baf.json,14.60555127546399
6142241eee0a3fd43fb47ec3.json,7.82842712474619
6141d5fe31cf3ef3d4a9ef24.json,19.65685424949238
6141d6773ac25c70a5c6c90b.json,56.60555127546399
6141ed894e27a1844a5f0402.json,44.767828935632366
6144378f3ac25c70a5c6cd6d.json,55.236067977499786
6141cf57a05be5973bd77a83.json,71.0
61421d31ee0a3fd43fb47ea3.json,11.414213562373096
6141e35cee0a3fd43fb47ccd.json,20.019764837837084
6143ba8f3ac25c70a5c6cd2d.json,54.0
