,Z1,x1,y1,z1,Z2,x2,y2,z2,Z3,x3,y3,z3,d1,d2,d3
6142fc9eee0a3fd43fb47f93,34.0,0.70833333,0.79166667,0.144826,34.0,0.58333333,0.6666666666666666,0.144826,0.0,0.16666667,0.20833333,0.25,0.17677669765365955,0.6282850653418045,0.6282850677734679
61425380baaf234b352906b6,74.0,0.16666667,0.83333333,0.25,0.0,0.45833333,0.04166667,0.355174,0.0,0.58333333,0.16666667,0.144826,0.2747658659731954,0.3735422216926906,0.5438600843848638
6141d342baaf234b352902d8,74.0,0.6666666666666666,0.3333333333333333,0.25,0.0,0.3333333333333333,0.91666667,0.355174,0.0,0.70833333,0.79166667,0.355174,0.3952847043587698,0.4720880517544724,0.5438600828526069
6141d18631cf3ef3d4a9ee58,34.0,0.20833333,0.16666667,0.355174,0.0,0.3333333333333333,0.41666667,0.144826,0.0,0.54166667,0.83333333,0.25,0.3498160687237413,0.47757246046879864,0.4829946183831774
6141ec14ee0a3fd43fb47d4d,34.0,0.95833333,0.91666667,0.355174,34.0,0.45833333,0.16666667,0.144826,0.0,0.91666667,0.95833333,0.25,0.12055617523425,0.5143284956009254,0.5972824131882672
6141fb214e27a1844a5f04ce,74.0,0.16666667,0.95833333,0.25,34.0,0.83333333,0.79166667,0.355174,0.0,0.20833333,0.29166667,0.144826,0.352006812983941,0.3872343752653051,0.6594477091506195
6141ebce31cf3ef3d4a9f0fc,34.0,0.45833333,0.91666667,0.144826,0.0,0.20833333,0.6666666666666666,0.144826,0.0,0.79166667,0.08333333,0.25,0.3535533929502964,0.3872343752653052,0.5985681115502972
614201c0baaf234b35290580,74.0,0.54166667,0.83333333,0.25,0.0,0.08333333,0.91666667,0.355174,0.0,0.3333333333333333,0.41666667,0.144826,0.47757246046879864,0.47757247239252726,0.5972824145834754
6141cf16a05be5973bd77a67,74.0,0.04166667,0.3333333333333333,0.25,0.0,0.20833333,0.29166667,0.355174,-1.0,-1.0,-1.0,-1.0,0.20143350432559362,1.2943520473580594,1.4017734456943383
6141cf17b842c2e72e2f2d54,34.0,0.95833333,0.16666667,0.355174,34.0,0.95833333,0.41666667,0.355174,-1.0,-1.0,-1.0,-1.0,0.25,1.6681358219742712,1.711289120971023
6142b6824e27a1844a5f08f8,74.0,0.54166667,0.08333333,0.25,34.0,0.58333333,0.6666666666666666,0.144826,0.0,0.95833333,0.6666666666666666,0.144826,0.375,0.4317508415335042,0.5985681115502972
614210529cbada84a8676c69,74.0,0.41666667,0.45833333,0.25,34.0,0.83333333,0.79166667,0.355174,34.0,0.45833333,0.91666667,0.144826,0.44776811086096785,0.4720880546964848,0.5438600843848638
6141ec1b3ac25c70a5c6c9d9,0.0,0.70833333,0.54166667,0.144826,0.0,0.70833333,0.54166667,0.355174,0.0,0.91666667,0.08333333,0.25,0.21034799999999998,0.5143284956009255,0.5143284956009255
61433f7e31cf3ef3d4a9f716,34.0,0.58333333,0.79166667,0.355174,0.0,0.41666667,0.83333333,0.25,0.0,0.83333333,0.16666667,0.144826,0.20143350363609125,0.4973643343706905,0.5438600843848638
6141f2de3ac25c70a5c6ca09,0.0,0.45833333,0.29166667,0.144826,0.0,0.58333333,0.41666667,0.144826,0.0,0.6666666666666666,0.08333333,0.25,0.1767766952966369,0.3128372260429092,0.35932872252514914
6142d8693ac25c70a5c6cc59,0.0,0.45833333,0.91666667,0.144826,0.0,0.58333333,0.41666667,0.355174,0.0,0.91666667,0.70833333,0.25,0.45523853789756336,0.5143284956009255,0.5566608313003529
61423aae3ac25c70a5c6cb3b,0.0,0.08333333,0.6666666666666666,0.355174,0.0,0.54166667,0.70833333,0.25,0.0,0.95833333,0.16666667,0.144826,0.472088054990686,0.5566608283063095,0.6282850677734679
6141f45c9cbada84a8676b8f,74.0,0.79166667,0.70833333,0.25,34.0,0.3333333333333333,0.6666666666666666,0.355174,34.0,0.08333333,0.04166667,0.144826,0.45523853789756336,0.4720880517544724,0.49736433855943746
6141ffc34e27a1844a5f050a,74.0,0.6666666666666666,0.20833333,0.25,34.0,0.58333333,0.79166667,0.144826,0.0,0.45833333,0.6666666666666666,0.355174,0.27476586748963805,0.4377409288969398,0.5143284912802971
61421e50ee0a3fd43fb47eaf,34.0,0.95833333,0.41666667,0.144826,34.0,0.70833333,0.16666667,0.144826,0.0,0.04166667,0.3333333333333333,0.25,0.15795714871937774,0.3535533905932738,0.3872343766999804
6141cf21ee0a3fd43fb479f3,34.0,0.20833333,0.91666667,0.144826,34.0,0.70833333,0.41666667,0.355174,0.0,0.04166667,0.70833333,0.25,0.2867788806504259,0.45523853789756336,0.7377304935435433
6141f580baaf234b3529051e,74.0,0.6666666666666666,0.58333333,0.25,0.0,0.58333333,0.6666666666666666,0.144826,0.0,0.83333333,0.6666666666666666,0.144826,0.15795714696081345,0.21397147460039315,0.25
6142f1ee3ac25c70a5c6cc7d,0.0,0.04166667,0.58333333,0.25,0.0,0.3333333333333333,0.04166667,0.144826,0.0,0.45833333,0.6666666666666666,0.355174,0.4377409288969396,0.4477681127220502,0.5533538319480182
614207a231cf3ef3d4a9f24e,34.0,0.70833333,0.54166667,0.355174,0.0,0.70833333,0.29166667,0.144826,0.0,0.79166667,0.58333333,0.25,0.14050667737552974,0.32105366589888235,0.3267204938536914
6141d4ccbaaf234b3529030e,74.0,0.04166667,0.83333333,0.25,0.0,0.45833333,0.54166667,0.355174,0.0,0.45833333,0.79166667,0.355174,0.25,0.4317508383166281,0.5193670343669409
6142913d3ac25c70a5c6cbff,0.0,0.41666667,0.58333333,0.25,0.0,0.58333333,0.54166667,0.144826,0.0,0.95833333,0.54166667,0.355174,0.20143350363609125,0.4299666046380812,0.4720880546964849
6141fbce4e27a1844a5f04d8,74.0,0.79166667,0.83333333,0.25,34.0,0.20833333,0.79166667,0.355174,0.0,0.08333333,0.41666667,0.144826,0.4317508383166281,0.44776811086096785,0.5193670343669409
6141cfacee0a3fd43fb47a59,34.0,0.45833333,0.91666667,0.355174,34.0,0.20833333,0.16666667,0.355174,0.0,0.16666667,0.45833333,0.25,0.31283721227998307,0.35355339059327373,0.5533538301910552
61421ab73ac25c70a5c6cabf,0.0,0.20833333,0.41666667,0.144826,0.0,0.79166667,0.08333333,0.25,0.0,0.95833333,0.41666667,0.144826,0.2500000000000001,0.3872343752653052,0.5438600843848639
6141d8439cbada84a86769db,74.0,0.41666667,0.45833333,0.25,34.0,0.58333333,0.91666667,0.355174,34.0,0.83333333,0.41666667,0.144826,0.4317508383166281,0.498907603056028,0.5972824131882672
6141fec54e27a1844a5f04fc,74.0,0.16666667,0.20833333,0.25,34.0,0.3333333333333333,0.6666666666666666,0.144826,0.0,0.45833333,0.29166667,0.144826,0.32105366589888235,0.39528470330467713,0.49890760110732596
6141cf16b842c2e72e2f2d52,34.0,0.08333333,0.29166667,0.144826,34.0,0.58333333,0.79166667,0.355174,-1.0,-1.0,-1.0,-1.0,0.7377304935435433,1.184331229240274,1.6743686752187457
614220f331cf3ef3d4a9f336,34.0,0.20833333,0.54166667,0.355174,0.0,0.20833333,0.79166667,0.355174,0.0,0.29166667,0.20833333,0.25,0.25,0.3593287232981956,0.43774092953151084
6141cf91ee0a3fd43fb47a4b,34.0,0.70833333,0.04166667,0.355174,34.0,0.95833333,0.6666666666666666,0.355174,0.0,0.41666667,0.70833333,0.25,0.45069391220649957,0.45523853789756324,0.472088054990686
614209f84e27a1844a5f056e,74.0,0.29166667,0.95833333,0.25,34.0,0.83333333,0.41666667,0.355174,0.0,0.70833333,0.6666666666666666,0.355174,0.27950849420604973,0.5193670362388776,0.6566585653040028
6141d97d31cf3ef3d4a9ef92,34.0,0.70833333,0.79166667,0.144826,0.0,0.20833333,0.41666667,0.355174,0.0,0.6666666666666666,0.83333333,0.25,0.12055617638631769,0.6282850653418045,0.6594477091506195
6141d7e431cf3ef3d4a9ef64,34.0,0.3333333333333333,0.54166667,0.355174,0.0,0.83333333,0.04166667,0.355174,0.0,0.91666667,0.08333333,0.25,0.14050667737552974,0.6282850699840709,0.7071067788295249
61434d8e3ac25c70a5c6ccdd,0.0,0.16666667,0.20833333,0.25,0.0,0.70833333,0.04166667,0.144826,0.0,0.83333333,0.54166667,0.355174,0.4829946183831774,0.49890760305602794,0.5566608313003528
6141d565ee0a3fd43fb47b91,34.0,0.3333333333333333,0.54166667,0.355174,34.0,0.83333333,0.04166667,0.144826,0.0,0.04166667,0.08333333,0.25,0.23706636494262787,0.5533538319480182,0.7377304912843624
6141e98b31cf3ef3d4a9f0da,34.0,0.20833333,0.54166667,0.144826,0.0,0.04166667,0.45833333,0.25,0.0,0.95833333,0.91666667,0.144826,0.2139714733021933,0.4506939094329987,0.47757247239252726
6141cffeee0a3fd43fb47a79,34.0,0.08333333,0.91666667,0.355174,34.0,0.95833333,0.29166667,0.355174,0.0,0.79166667,0.08333333,0.25,0.28677888065042584,0.35200679877967017,0.39528470752104744
6141d5fdee0a3fd43fb47ba3,34.0,0.3333333333333333,0.16666667,0.144826,34.0,0.08333333,0.54166667,0.144826,0.0,0.91666667,0.95833333,0.25,0.4506939112819993,0.46092347671507383,0.4775724648311383
61439d894e27a1844a5f0a5e,74.0,0.54166667,0.95833333,0.25,34.0,0.70833333,0.16666667,0.355174,0.0,0.45833333,0.41666667,0.144826,0.28677888065042584,0.41139552878464786,0.47757247239252726
61425bde9cbada84a8676d29,74.0,0.6666666666666666,0.58333333,0.25,34.0,0.83333333,0.29166667,0.355174,34.0,0.70833333,0.04166667,0.355174,0.2795084971874737,0.3520068003579224,0.472088054990686
6141d9a3ee0a3fd43fb47c05,34.0,0.58333333,0.41666667,0.144826,34.0,0.83333333,0.79166667,0.144826,0.0,0.41666667,0.3333333333333333,0.25,0.2139714720039931,0.45069390943299864,0.6282850653418045
6141d994ee0a3fd43fb47c03,34.0,0.95833333,0.41666667,0.144826,34.0,0.3333333333333333,0.16666667,0.355174,0.0,0.79166667,0.58333333,0.25,0.2581029278933332,0.49736433688393866,0.6282850653418045
6142100b3ac25c70a5c6ca9d,0.0,0.20833333,0.16666667,0.355174,0.0,0.83333333,0.41666667,0.355174,0.0,0.91666667,0.20833333,0.25,0.24780798289625622,0.3128372122799831,0.45069390943299875
61420c4a4e27a1844a5f0586,74.0,0.6666666666666666,0.95833333,0.25,34.0,0.20833333,0.54166667,0.355174,0.0,0.83333333,0.54166667,0.144826,0.4299666046380813,0.46092347792038346,0.6282850653418045
6141d3e94e27a1844a5f0190,74.0,0.6666666666666666,0.83333333,0.25,34.0,0.45833333,0.29166667,0.355174,0.0,0.83333333,0.91666667,0.144826,0.2139714758985933,0.5143284942507291,0.5705228138330667
6141d0634e27a1844a5f00c8,74.0,0.54166667,0.3333333333333333,0.25,34.0,0.08333333,0.04166667,0.144826,0.0,0.95833333,0.6666666666666666,0.144826,0.39528471068332505,0.5438600802988455,0.5533538319480182
61426f734e27a1844a5f07ee,74.0,0.41666667,0.58333333,0.25,34.0,0.3333333333333333,0.54166667,0.355174,0.0,0.45833333,0.79166667,0.144826,0.14050667539855755,0.23706636494262787,0.3498160663415371
6144390e3ac25c70a5c6cd6f,0.0,0.16666667,0.08333333,0.25,0.0,0.3333333333333333,0.41666667,0.144826,0.0,0.95833333,0.41666667,0.355174,0.3872343766999804,0.40690965383867606,0.42996660754528365
61421eb531cf3ef3d4a9f322,34.0,0.58333333,0.41666667,0.144826,0.0,0.29166667,0.45833333,0.25,0.0,0.83333333,0.04166667,0.144826,0.31283721227998307,0.45069390943299864,0.628285067773468
61435e6c31cf3ef3d4a9f748,34.0,0.20833333,0.54166667,0.355174,0.0,0.54166667,0.3333333333333333,0.25,0.0,0.83333333,0.91666667,0.355174,0.40690965213204555,0.5193670370411362,0.5303300858899107
614248c4baaf234b352906a2,74.0,0.29166667,0.95833333,0.25,0.0,0.20833333,0.16666667,0.355174,0.0,0.95833333,0.79166667,0.144826,0.2478079828962562,0.3872343752653053,0.49736433437069044
614232ae31cf3ef3d4a9f3b6,34.0,0.45833333,0.79166667,0.355174,0.0,0.41666667,0.08333333,0.25,0.0,0.83333333,0.04166667,0.144826,0.31283721227998307,0.4317508383166281,0.4973643343706905
6141d069ee0a3fd43fb47a9f,34.0,0.3333333333333333,0.79166667,0.355174,34.0,0.58333333,0.6666666666666666,0.144826,0.0,0.41666667,0.70833333,0.25,0.15795714871937777,0.2014335043255936,0.3498160663415371
6141debd4e27a1844a5f02e4,74.0,0.04166667,0.58333333,0.25,34.0,0.58333333,0.41666667,0.355174,0.0,0.70833333,0.16666667,0.355174,0.2795084971874737,0.4989076030560279,0.5438600843848638
6141d261baaf234b352902b0,74.0,0.6666666666666666,0.83333333,0.25,0.0,0.20833333,0.54166667,0.355174,0.0,0.83333333,0.79166667,0.355174,0.20143350639410088,0.45069390943299875,0.5533538274301133
6141ea024e27a1844a5f03cc,74.0,0.41666667,0.58333333,0.25,34.0,0.20833333,0.41666667,0.355174,0.0,0.58333333,0.29166667,0.355174,0.28677888065042584,0.3520067987796701,0.39528470752104744
61435ee24e27a1844a5f0a2e,74.0,0.04166667,0.3333333333333333,0.25,34.0,0.95833333,0.79166667,0.144826,0.0,0.45833333,0.04166667,0.144826,0.4775724691934781,0.5193670362388776,0.5590169943749475
614203364e27a1844a5f052c,74.0,0.29166667,0.83333333,0.25,34.0,0.20833333,0.91666667,0.355174,0.0,0.83333333,0.41666667,0.144826,0.15795715047794198,0.628285067773468,0.6594477091506196
6141f89cee0a3fd43fb47dd5,34.0,0.45833333,0.41666667,0.355174,34.0,0.83333333,0.6666666666666666,0.144826,0.0,0.29166667,0.3333333333333333,0.25,0.2139714720039931,0.49736433269519165,0.576404486400537
6142e07b31cf3ef3d4a9f662,34.0,0.95833333,0.16666667,0.355174,0.0,0.08333333,0.29166667,0.355174,0.0,0.29166667,0.58333333,0.25,0.1767766952966369,0.3735422216926906,0.5438600843848638
614202494e27a1844a5f0520,74.0,0.79166667,0.45833333,0.25,34.0,0.08333333,0.54166667,0.144826,0.0,0.45833333,0.29166667,0.144826,0.32105366589888235,0.3872343752653052,0.45069390943299864
6141d398ee0a3fd43fb47b4b,34.0,0.95833333,0.16666667,0.144826,34.0,0.95833333,0.04166667,0.144826,0.0,0.6666666666666666,0.08333333,0.25,0.12499999999999999,0.3128372153877406,0.32105366892710574
61438b5e3ac25c70a5c6cd11,0.0,0.04166667,0.95833333,0.25,0.0,0.45833333,0.04166667,0.355174,0.0,0.83333333,0.29166667,0.355174,0.40690965383867606,0.43774092953151084,0.45069390943299864
61421e5f4e27a1844a5f061c,74.0,0.29166667,0.20833333,0.25,34.0,0.58333333,0.79166667,0.355174,0.0,0.83333333,0.29166667,0.355174,0.47757247239252737,0.519367034366941,0.5590169943749475
6141cf2eb842c2e72e2f2d62,34.0,0.83333333,0.91666667,0.144826,34.0,0.45833333,0.29166667,0.355174,-1.0,-1.0,-1.0,-1.0,0.5705228138330666,1.4600121431186035,1.6868161704980713
6144378f3ac25c70a5c6cd6d,0.0,0.45833333,0.04166667,0.144826,0.0,0.45833333,0.54166667,0.144826,0.0,0.91666667,0.70833333,0.25,0.498907603056028,0.4999999999999999,0.5764044902558543
6143641131cf3ef3d4a9f74c,34.0,0.3333333333333333,0.41666667,0.144826,0.0,0.41666667,0.58333333,0.25,0.0,0.45833333,0.6666666666666666,0.144826,0.1405066753985575,0.2139714720039931,0.27950849271533773
6141cf629cbada84a867681b,74.0,0.54166667,0.08333333,0.25,34.0,0.58333333,0.29166667,0.144826,34.0,0.58333333,0.16666667,0.355174,0.14050667737552971,0.23706636494262787,0.24468608686233062
6141e88b31cf3ef3d4a9f0ca,34.0,0.70833333,0.29166667,0.355174,0.0,0.08333333,0.6666666666666666,0.144826,0.0,0.91666667,0.83333333,0.25,0.25810293004579066,0.5143284956009256,0.5705228116420937
614207c93ac25c70a5c6ca79,0.0,0.29166667,0.08333333,0.25,0.0,0.45833333,0.79166667,0.355174,0.0,0.95833333,0.79166667,0.144826,0.35200679877967017,0.45523853789756347,0.5424447263122758
614235359cbada84a8676ccf,74.0,0.91666667,0.20833333,0.25,34.0,0.58333333,0.16666667,0.144826,34.0,0.70833333,0.54166667,0.144826,0.352006812983941,0.39528470752104744,0.4069096538386761
614288a79cbada84a8676d5f,74.0,0.79166667,0.70833333,0.25,34.0,0.45833333,0.6666666666666666,0.144826,34.0,0.58333333,0.29166667,0.355174,0.35200681337850404,0.44776810806934425,0.4775724619229119
6142031a31cf3ef3d4a9f21c,34.0,0.20833333,0.79166667,0.144826,0.0,0.29166667,0.08333333,0.25,0.0,0.70833333,0.41666667,0.144826,0.32105366589888235,0.5438600843848638,0.625
61423f724e27a1844a5f0702,74.0,0.29166667,0.45833333,0.25,34.0,0.58333333,0.91666667,0.144826,0.0,0.58333333,0.41666667,0.355174,0.31283721227998307,0.5424447263122759,0.5533538301910552
6141cf95ee0a3fd43fb47a4d,34.0,0.95833333,0.91666667,0.144826,34.0,0.70833333,0.04166667,0.355174,0.0,0.6666666666666666,0.20833333,0.25,0.20143350432559365,0.3498160675326392,0.4256764655598846
61420420ee0a3fd43fb47e29,34.0,0.45833333,0.54166667,0.144826,34.0,0.20833333,0.16666667,0.355174,0.0,0.91666667,0.95833333,0.25,0.3735422216926906,0.4973643343706905,0.6282850677734679
6141fe849cbada84a8676bdf,74.0,0.6666666666666666,0.08333333,0.25,34.0,0.08333333,0.41666667,0.144826,34.0,0.3333333333333333,0.91666667,0.355174,0.3872343695266043,0.5438600869386253,0.5972824145834754
6144d1a34e27a1844a5f0ad6,74.0,0.54166667,0.45833333,0.25,34.0,0.45833333,0.91666667,0.144826,0.0,0.45833333,0.29166667,0.144826,0.21397147330219324,0.375,0.47757247239252726
6141d3cfbaaf234b352902ec,74.0,0.91666667,0.70833333,0.25,0.0,0.3333333333333333,0.79166667,0.144826,0.0,0.3333333333333333,0.91666667,0.144826,0.125,0.4377409327043667,0.4775724648311384
6141d1063ac25c70a5c6c8a1,0.0,0.41666667,0.58333333,0.25,0.0,0.58333333,0.29166667,0.355174,0.0,0.58333333,0.79166667,0.144826,0.28677888065042584,0.3520067987796701,0.5424447263122759
6141e58031cf3ef3d4a9f094,34.0,0.08333333,0.41666667,0.355174,0.0,0.16666667,0.08333333,0.25,0.0,0.58333333,0.91666667,0.144826,0.3593287232981956,0.46092347671507383,0.7377304935435433
61420e0331cf3ef3d4a9f296,34.0,0.58333333,0.6666666666666666,0.355174,0.0,0.45833333,0.29166667,0.355174,0.0,0.54166667,0.58333333,0.25,0.1405066753985575,0.32105366589888235,0.39528470435876967
6141e04531cf3ef3d4a9f036,34.0,0.58333333,0.79166667,0.144826,0.0,0.20833333,0.91666667,0.144826,0.0,0.54166667,0.83333333,0.25,0.12055617523425,0.3593287232981956,0.39528470752104744
6141d671ee0a3fd43fb47bb3,34.0,0.70833333,0.04166667,0.144826,34.0,0.20833333,0.91666667,0.355174,0.0,0.79166667,0.70833333,0.25,0.3593287232981955,0.47757246192291203,0.5566608313003529
6141da5d4e27a1844a5f026a,74.0,0.41666667,0.95833333,0.25,34.0,0.95833333,0.6666666666666666,0.355174,0.0,0.70833333,0.54166667,0.355174,0.2795084956967617,0.5193670343669409,0.5533538319480183
6143ecd631cf3ef3d4a9f7ac,34.0,0.95833333,0.79166667,0.144826,0.0,0.16666667,0.95833333,0.25,0.0,0.95833333,0.54166667,0.355174,0.28677888065042584,0.3267204938536914,0.4775724619229119
6141dbd23ac25c70a5c6c94d,0.0,0.04166667,0.83333333,0.25,0.0,0.58333333,0.16666667,0.355174,0.0,0.58333333,0.54166667,0.355174,0.375,0.5533538301910552,0.5764044902558543
614594a74e27a1844a5f0aee,74.0,0.16666667,0.83333333,0.25,34.0,0.95833333,0.29166667,0.355174,0.0,0.08333333,0.6666666666666666,0.144826,0.21397147589859328,0.44776810806934425,0.5143284956009254
6141fef59cbada84a8676be5,74.0,0.29166667,0.20833333,0.25,34.0,0.45833333,0.16666667,0.355174,34.0,0.58333333,0.16666667,0.355174,0.125,0.20143350363609125,0.31283721227998307
6141d7fa4e27a1844a5f0220,74.0,0.04166667,0.08333333,0.25,34.0,0.08333333,0.41666667,0.144826,0.0,0.95833333,0.79166667,0.144826,0.3210536658988824,0.352006812983941,0.39528470752104744
614224a84e27a1844a5f0650,74.0,0.04166667,0.08333333,0.25,34.0,0.70833333,0.6666666666666666,0.355174,0.0,0.83333333,0.54166667,0.144826,0.27476586445675283,0.5143284956009254,0.5438600869386253
614335d231cf3ef3d4a9f708,34.0,0.58333333,0.6666666666666666,0.355174,0.0,0.16666667,0.45833333,0.25,0.0,0.3333333333333333,0.6666666666666666,0.355174,0.24999999666666667,0.28677888016611913,0.4775724604687986
6141fafa9cbada84a8676bc3,74.0,0.91666667,0.95833333,0.25,34.0,0.95833333,0.16666667,0.355174,34.0,0.45833333,0.54166667,0.144826,0.23706636494262784,0.6282850677734679,0.6594477091506195
6141e1abbaaf234b3529041e,74.0,0.79166667,0.3333333333333333,0.25,0.0,0.08333333,0.54166667,0.144826,0.0,0.45833333,0.54166667,0.355174,0.3735422198336117,0.40690965213204555,0.4299666046380812
6141cf12cc0e69a0cf28ab39,34.0,0.45833333,0.91666667,0.144826,0.0,0.08333333,0.41666667,0.144826,-1.0,-1.0,-1.0,-1.0,0.625,1.2211396840876878,1.536546060342409
