,Z1,x1,y1,z1,Z2,x2,y2,z2,Z3,x3,y3,z3
6141cf21ee0a3fd43fb479f3,34.0,0.20833333,0.91666667,0.144826,34.0,0.70833333,0.41666667,0.355174,0.0,0.04166667,0.70833333,0.25
6141f580baaf234b3529051e,74.0,0.6666666666666666,0.58333333,0.25,0.0,0.58333333,0.6666666666666666,0.144826,0.0,0.83333333,0.6666666666666666,0.144826
6142f1ee3ac25c70a5c6cc7d,0.0,0.04166667,0.58333333,0.25,0.0,0.3333333333333333,0.04166667,0.144826,0.0,0.45833333,0.6666666666666666,0.355174
614207a231cf3ef3d4a9f24e,34.0,0.70833333,0.54166667,0.355174,0.0,0.70833333,0.29166667,0.144826,0.0,0.79166667,0.58333333,0.25
6141d4ccbaaf234b3529030e,74.0,0.04166667,0.83333333,0.25,0.0,0.45833333,0.54166667,0.355174,0.0,0.45833333,0.79166667,0.355174
6142913d3ac25c70a5c6cbff,0.0,0.41666667,0.58333333,0.25,0.0,0.58333333,0.54166667,0.144826,0.0,0.95833333,0.54166667,0.355174
6141fbce4e27a1844a5f04d8,74.0,0.79166667,0.83333333,0.25,34.0,0.20833333,0.79166667,0.355174,0.0,0.08333333,0.41666667,0.144826
6141cfacee0a3fd43fb47a59,34.0,0.45833333,0.91666667,0.355174,34.0,0.20833333,0.16666667,0.355174,0.0,0.16666667,0.45833333,0.25
61421ab73ac25c70a5c6cabf,0.0,0.20833333,0.41666667,0.144826,0.0,0.79166667,0.08333333,0.25,0.0,0.95833333,0.41666667,0.144826
6141d8439cbada84a86769db,74.0,0.41666667,0.45833333,0.25,34.0,0.58333333,0.91666667,0.355174,34.0,0.83333333,0.41666667,0.144826
6141fec54e27a1844a5f04fc,74.0,0.16666667,0.20833333,0.25,34.0,0.3333333333333333,0.6666666666666666,0.144826,0.0,0.45833333,0.29166667,0.144826
6141cf16b842c2e72e2f2d52,34.0,0.08333333,0.29166667,0.144826,34.0,0.58333333,0.79166667,0.355174,-1.0,-1.0,-1.0,-1.0
614220f331cf3ef3d4a9f336,34.0,0.20833333,0.54166667,0.355174,0.0,0.20833333,0.79166667,0.355174,0.0,0.29166667,0.20833333,0.25
6141cf91ee0a3fd43fb47a4b,34.0,0.70833333,0.04166667,0.355174,34.0,0.95833333,0.6666666666666666,0.355174,0.0,0.41666667,0.70833333,0.25
614209f84e27a1844a5f056e,74.0,0.29166667,0.95833333,0.25,34.0,0.83333333,0.41666667,0.355174,0.0,0.70833333,0.6666666666666666,0.355174
6141d97d31cf3ef3d4a9ef92,34.0,0.70833333,0.79166667,0.144826,0.0,0.20833333,0.41666667,0.355174,0.0,0.6666666666666666,0.83333333,0.25
6141d7e431cf3ef3d4a9ef64,34.0,0.3333333333333333,0.54166667,0.355174,0.0,0.83333333,0.04166667,0.355174,0.0,0.91666667,0.08333333,0.25
61434d8e3ac25c70a5c6ccdd,0.0,0.16666667,0.20833333,0.25,0.0,0.70833333,0.04166667,0.144826,0.0,0.83333333,0.54166667,0.355174
6141d565ee0a3fd43fb47b91,34.0,0.3333333333333333,0.54166667,0.355174,34.0,0.83333333,0.04166667,0.144826,0.0,0.04166667,0.08333333,0.25
6141e98b31cf3ef3d4a9f0da,34.0,0.20833333,0.54166667,0.144826,0.0,0.04166667,0.45833333,0.25,0.0,0.95833333,0.91666667,0.144826
6141cffeee0a3fd43fb47a79,34.0,0.08333333,0.91666667,0.355174,34.0,0.95833333,0.29166667,0.355174,0.0,0.79166667,0.08333333,0.25
6141d5fdee0a3fd43fb47ba3,34.0,0.3333333333333333,0.16666667,0.144826,34.0,0.08333333,0.54166667,0.144826,0.0,0.91666667,0.95833333,0.25
61439d894e27a1844a5f0a5e,74.0,0.54166667,0.95833333,0.25,34.0,0.70833333,0.16666667,0.355174,0.0,0.45833333,0.41666667,0.144826
61425bde9cbada84a8676d29,74.0,0.6666666666666666,0.58333333,0.25,34.0,0.83333333,0.29166667,0.355174,34.0,0.70833333,0.04166667,0.355174
6141d9a3ee0a3fd43fb47c05,34.0,0.58333333,0.41666667,0.144826,34.0,0.83333333,0.79166667,0.144826,0.0,0.41666667,0.3333333333333333,0.25
6141d994ee0a3fd43fb47c03,34.0,0.95833333,0.41666667,0.144826,34.0,0.3333333333333333,0.16666667,0.355174,0.0,0.79166667,0.58333333,0.25
6142100b3ac25c70a5c6ca9d,0.0,0.20833333,0.16666667,0.355174,0.0,0.83333333,0.41666667,0.355174,0.0,0.91666667,0.20833333,0.25
61420c4a4e27a1844a5f0586,74.0,0.6666666666666666,0.95833333,0.25,34.0,0.20833333,0.54166667,0.355174,0.0,0.83333333,0.54166667,0.144826
6141d3e94e27a1844a5f0190,74.0,0.6666666666666666,0.83333333,0.25,34.0,0.45833333,0.29166667,0.355174,0.0,0.83333333,0.91666667,0.144826
6141d0634e27a1844a5f00c8,74.0,0.54166667,0.3333333333333333,0.25,34.0,0.08333333,0.04166667,0.144826,0.0,0.95833333,0.6666666666666666,0.144826
61426f734e27a1844a5f07ee,74.0,0.41666667,0.58333333,0.25,34.0,0.3333333333333333,0.54166667,0.355174,0.0,0.45833333,0.79166667,0.144826
6144390e3ac25c70a5c6cd6f,0.0,0.16666667,0.08333333,0.25,0.0,0.3333333333333333,0.41666667,0.144826,0.0,0.95833333,0.41666667,0.355174
61421eb531cf3ef3d4a9f322,34.0,0.58333333,0.41666667,0.144826,0.0,0.29166667,0.45833333,0.25,0.0,0.83333333,0.04166667,0.144826
61435e6c31cf3ef3d4a9f748,34.0,0.20833333,0.54166667,0.355174,0.0,0.54166667,0.3333333333333333,0.25,0.0,0.83333333,0.91666667,0.355174
614248c4baaf234b352906a2,74.0,0.29166667,0.95833333,0.25,0.0,0.20833333,0.16666667,0.355174,0.0,0.95833333,0.79166667,0.144826
614232ae31cf3ef3d4a9f3b6,34.0,0.45833333,0.79166667,0.355174,0.0,0.41666667,0.08333333,0.25,0.0,0.83333333,0.04166667,0.144826
6141d069ee0a3fd43fb47a9f,34.0,0.3333333333333333,0.79166667,0.355174,34.0,0.58333333,0.6666666666666666,0.144826,0.0,0.41666667,0.70833333,0.25
6141debd4e27a1844a5f02e4,74.0,0.04166667,0.58333333,0.25,34.0,0.58333333,0.41666667,0.355174,0.0,0.70833333,0.16666667,0.355174
6141d261baaf234b352902b0,74.0,0.6666666666666666,0.83333333,0.25,0.0,0.20833333,0.54166667,0.355174,0.0,0.83333333,0.79166667,0.355174
6141ea024e27a1844a5f03cc,74.0,0.41666667,0.58333333,0.25,34.0,0.20833333,0.41666667,0.355174,0.0,0.58333333,0.29166667,0.355174
61435ee24e27a1844a5f0a2e,74.0,0.04166667,0.3333333333333333,0.25,34.0,0.95833333,0.79166667,0.144826,0.0,0.45833333,0.04166667,0.144826
614203364e27a1844a5f052c,74.0,0.29166667,0.83333333,0.25,34.0,0.20833333,0.91666667,0.355174,0.0,0.83333333,0.41666667,0.144826
6141f89cee0a3fd43fb47dd5,34.0,0.45833333,0.41666667,0.355174,34.0,0.83333333,0.6666666666666666,0.144826,0.0,0.29166667,0.3333333333333333,0.25
6142e07b31cf3ef3d4a9f662,34.0,0.95833333,0.16666667,0.355174,0.0,0.08333333,0.29166667,0.355174,0.0,0.29166667,0.58333333,0.25
614202494e27a1844a5f0520,74.0,0.79166667,0.45833333,0.25,34.0,0.08333333,0.54166667,0.144826,0.0,0.45833333,0.29166667,0.144826
6141d398ee0a3fd43fb47b4b,34.0,0.95833333,0.16666667,0.144826,34.0,0.95833333,0.04166667,0.144826,0.0,0.6666666666666666,0.08333333,0.25
61438b5e3ac25c70a5c6cd11,0.0,0.04166667,0.95833333,0.25,0.0,0.45833333,0.04166667,0.355174,0.0,0.83333333,0.29166667,0.355174
61421e5f4e27a1844a5f061c,74.0,0.29166667,0.20833333,0.25,34.0,0.58333333,0.79166667,0.355174,0.0,0.83333333,0.29166667,0.355174
6141cf2eb842c2e72e2f2d62,34.0,0.83333333,0.91666667,0.144826,34.0,0.45833333,0.29166667,0.355174,-1.0,-1.0,-1.0,-1.0
6144378f3ac25c70a5c6cd6d,0.0,0.45833333,0.04166667,0.144826,0.0,0.45833333,0.54166667,0.144826,0.0,0.91666667,0.70833333,0.25
6143641131cf3ef3d4a9f74c,34.0,0.3333333333333333,0.41666667,0.144826,0.0,0.41666667,0.58333333,0.25,0.0,0.45833333,0.6666666666666666,0.144826
6141cf629cbada84a867681b,74.0,0.54166667,0.08333333,0.25,34.0,0.58333333,0.29166667,0.144826,34.0,0.58333333,0.16666667,0.355174
6141e88b31cf3ef3d4a9f0ca,34.0,0.70833333,0.29166667,0.355174,0.0,0.08333333,0.6666666666666666,0.144826,0.0,0.91666667,0.83333333,0.25
614207c93ac25c70a5c6ca79,0.0,0.29166667,0.08333333,0.25,0.0,0.45833333,0.79166667,0.355174,0.0,0.95833333,0.79166667,0.144826
614235359cbada84a8676ccf,74.0,0.91666667,0.20833333,0.25,34.0,0.58333333,0.16666667,0.144826,34.0,0.70833333,0.54166667,0.144826
614288a79cbada84a8676d5f,74.0,0.79166667,0.70833333,0.25,34.0,0.45833333,0.6666666666666666,0.144826,34.0,0.58333333,0.29166667,0.355174
6142031a31cf3ef3d4a9f21c,34.0,0.20833333,0.79166667,0.144826,0.0,0.29166667,0.08333333,0.25,0.0,0.70833333,0.41666667,0.144826
61423f724e27a1844a5f0702,74.0,0.29166667,0.45833333,0.25,34.0,0.58333333,0.91666667,0.144826,0.0,0.58333333,0.41666667,0.355174
6141cf95ee0a3fd43fb47a4d,34.0,0.95833333,0.91666667,0.144826,34.0,0.70833333,0.04166667,0.355174,0.0,0.6666666666666666,0.20833333,0.25
61420420ee0a3fd43fb47e29,34.0,0.45833333,0.54166667,0.144826,34.0,0.20833333,0.16666667,0.355174,0.0,0.91666667,0.95833333,0.25
6141fe849cbada84a8676bdf,74.0,0.6666666666666666,0.08333333,0.25,34.0,0.08333333,0.41666667,0.144826,34.0,0.3333333333333333,0.91666667,0.355174
6144d1a34e27a1844a5f0ad6,74.0,0.54166667,0.45833333,0.25,34.0,0.45833333,0.91666667,0.144826,0.0,0.45833333,0.29166667,0.144826
6141d3cfbaaf234b352902ec,74.0,0.91666667,0.70833333,0.25,0.0,0.3333333333333333,0.79166667,0.144826,0.0,0.3333333333333333,0.91666667,0.144826
6141d1063ac25c70a5c6c8a1,0.0,0.41666667,0.58333333,0.25,0.0,0.58333333,0.29166667,0.355174,0.0,0.58333333,0.79166667,0.144826
6141e58031cf3ef3d4a9f094,34.0,0.08333333,0.41666667,0.355174,0.0,0.16666667,0.08333333,0.25,0.0,0.58333333,0.91666667,0.144826
61420e0331cf3ef3d4a9f296,34.0,0.58333333,0.6666666666666666,0.355174,0.0,0.45833333,0.29166667,0.355174,0.0,0.54166667,0.58333333,0.25
6141e04531cf3ef3d4a9f036,34.0,0.58333333,0.79166667,0.144826,0.0,0.20833333,0.91666667,0.144826,0.0,0.54166667,0.83333333,0.25
6141d671ee0a3fd43fb47bb3,34.0,0.70833333,0.04166667,0.144826,34.0,0.20833333,0.91666667,0.355174,0.0,0.79166667,0.70833333,0.25
6141da5d4e27a1844a5f026a,74.0,0.41666667,0.95833333,0.25,34.0,0.95833333,0.6666666666666666,0.355174,0.0,0.70833333,0.54166667,0.355174
6143ecd631cf3ef3d4a9f7ac,34.0,0.95833333,0.79166667,0.144826,0.0,0.16666667,0.95833333,0.25,0.0,0.95833333,0.54166667,0.355174
6141dbd23ac25c70a5c6c94d,0.0,0.04166667,0.83333333,0.25,0.0,0.58333333,0.16666667,0.355174,0.0,0.58333333,0.54166667,0.355174
614594a74e27a1844a5f0aee,74.0,0.16666667,0.83333333,0.25,34.0,0.95833333,0.29166667,0.355174,0.0,0.08333333,0.6666666666666666,0.144826
6141fef59cbada84a8676be5,74.0,0.29166667,0.20833333,0.25,34.0,0.45833333,0.16666667,0.355174,34.0,0.58333333,0.16666667,0.355174
6141d7fa4e27a1844a5f0220,74.0,0.04166667,0.08333333,0.25,34.0,0.08333333,0.41666667,0.144826,0.0,0.95833333,0.79166667,0.144826
614224a84e27a1844a5f0650,74.0,0.04166667,0.08333333,0.25,34.0,0.70833333,0.6666666666666666,0.355174,0.0,0.83333333,0.54166667,0.144826
614335d231cf3ef3d4a9f708,34.0,0.58333333,0.6666666666666666,0.355174,0.0,0.16666667,0.45833333,0.25,0.0,0.3333333333333333,0.6666666666666666,0.355174
6141fafa9cbada84a8676bc3,74.0,0.91666667,0.95833333,0.25,34.0,0.95833333,0.16666667,0.355174,34.0,0.45833333,0.54166667,0.144826
6141e1abbaaf234b3529041e,74.0,0.79166667,0.3333333333333333,0.25,0.0,0.08333333,0.54166667,0.144826,0.0,0.45833333,0.54166667,0.355174
6141cf12cc0e69a0cf28ab39,34.0,0.45833333,0.91666667,0.144826,0.0,0.08333333,0.41666667,0.144826,-1.0,-1.0,-1.0,-1.0
6141f70eee0a3fd43fb47dc3,34.0,0.70833333,0.54166667,0.355174,34.0,0.3333333333333333,0.29166667,0.355174,0.0,0.29166667,0.58333333,0.25
6141cff99cbada84a8676867,74.0,0.54166667,0.83333333,0.25,34.0,0.58333333,0.79166667,0.355174,34.0,0.08333333,0.29166667,0.144826
614415593ac25c70a5c6cd5d,0.0,0.04166667,0.20833333,0.25,0.0,0.08333333,0.6666666666666666,0.144826,0.0,0.70833333,0.29166667,0.144826
6142a863baaf234b3529071c,74.0,0.04166667,0.95833333,0.25,0.0,0.45833333,0.41666667,0.144826,0.0,0.45833333,0.91666667,0.144826
6142f4aa31cf3ef3d4a9f69a,34.0,0.3333333333333333,0.29166667,0.144826,0.0,0.3333333333333333,0.16666667,0.355174,0.0,0.6666666666666666,0.3333333333333333,0.25
614238f34e27a1844a5f06d4,74.0,0.79166667,0.45833333,0.25,34.0,0.95833333,0.54166667,0.144826,0.0,0.83333333,0.91666667,0.144826
6142829f4e27a1844a5f0836,74.0,0.04166667,0.20833333,0.25,34.0,0.3333333333333333,0.91666667,0.355174,0.0,0.70833333,0.04166667,0.144826
614218b9ee0a3fd43fb47e8b,34.0,0.20833333,0.54166667,0.355174,34.0,0.45833333,0.91666667,0.355174,0.0,0.79166667,0.3333333333333333,0.25
6141d0b9baaf234b35290258,74.0,0.29166667,0.08333333,0.25,0.0,0.3333333333333333,0.91666667,0.144826,0.0,0.70833333,0.04166667,0.144826
6141d86131cf3ef3d4a9ef72,34.0,0.3333333333333333,0.79166667,0.144826,0.0,0.83333333,0.29166667,0.355174,0.0,0.91666667,0.95833333,0.25
6141d5cfee0a3fd43fb47b9d,34.0,0.70833333,0.79166667,0.144826,34.0,0.83333333,0.29166667,0.355174,0.0,0.54166667,0.20833333,0.25
6141d6ccee0a3fd43fb47bbd,34.0,0.20833333,0.91666667,0.144826,34.0,0.45833333,0.91666667,0.355174,0.0,0.91666667,0.3333333333333333,0.25
6141cf849cbada84a8676831,74.0,0.6666666666666666,0.3333333333333333,0.25,34.0,0.3333333333333333,0.41666667,0.355174,34.0,0.3333333333333333,0.91666667,0.355174
6141dece4e27a1844a5f02e6,74.0,0.79166667,0.58333333,0.25,34.0,0.83333333,0.41666667,0.355174,0.0,0.20833333,0.54166667,0.355174
614227584e27a1844a5f0662,74.0,0.54166667,0.58333333,0.25,34.0,0.83333333,0.79166667,0.144826,0.0,0.3333333333333333,0.91666667,0.144826
6141d2094e27a1844a5f0138,74.0,0.6666666666666666,0.08333333,0.25,34.0,0.08333333,0.16666667,0.144826,0.0,0.3333333333333333,0.6666666666666666,0.355174
6141fbaf4e27a1844a5f04d6,74.0,0.16666667,0.3333333333333333,0.25,34.0,0.3333333333333333,0.04166667,0.144826,0.0,0.58333333,0.6666666666666666,0.144826
6141cf3bcc0e69a0cf28ab5b,34.0,0.45833333,0.04166667,0.144826,0.0,0.45833333,0.79166667,0.355174,-1.0,-1.0,-1.0,-1.0
6142042231cf3ef3d4a9f224,34.0,0.20833333,0.41666667,0.144826,0.0,0.45833333,0.41666667,0.144826,0.0,0.79166667,0.70833333,0.25
6141feeaee0a3fd43fb47e0d,34.0,0.70833333,0.79166667,0.144826,34.0,0.45833333,0.6666666666666666,0.355174,0.0,0.6666666666666666,0.3333333333333333,0.25
6141ea1331cf3ef3d4a9f0e2,34.0,0.08333333,0.04166667,0.355174,0.0,0.16666667,0.3333333333333333,0.25,0.0,0.95833333,0.54166667,0.144826
61425a159cbada84a8676d25,74.0,0.29166667,0.08333333,0.25,34.0,0.20833333,0.54166667,0.144826,34.0,0.95833333,0.04166667,0.144826
6141d7274e27a1844a5f0206,74.0,0.79166667,0.08333333,0.25,34.0,0.95833333,0.6666666666666666,0.144826,0.0,0.58333333,0.29166667,0.144826
6141de7c9cbada84a8676a6b,74.0,0.6666666666666666,0.3333333333333333,0.25,34.0,0.83333333,0.6666666666666666,0.355174,34.0,0.83333333,0.91666667,0.144826
6141cf34baaf234b352901b6,74.0,0.54166667,0.08333333,0.25,0.0,0.08333333,0.41666667,0.144826,0.0,0.95833333,0.6666666666666666,0.355174
6141d2954e27a1844a5f0152,74.0,0.41666667,0.83333333,0.25,34.0,0.70833333,0.41666667,0.355174,0.0,0.83333333,0.04166667,0.355174
6141e698ee0a3fd43fb47cf7,34.0,0.08333333,0.54166667,0.355174,34.0,0.83333333,0.54166667,0.355174,0.0,0.04166667,0.3333333333333333,0.25
614221b131cf3ef3d4a9f33e,34.0,0.95833333,0.54166667,0.144826,0.0,0.08333333,0.04166667,0.355174,0.0,0.54166667,0.83333333,0.25
6141efd09cbada84a8676b61,74.0,0.16666667,0.3333333333333333,0.25,34.0,0.83333333,0.54166667,0.144826,34.0,0.3333333333333333,0.29166667,0.355174
6141d5593ac25c70a5c6c8f9,0.0,0.45833333,0.41666667,0.144826,0.0,0.41666667,0.95833333,0.25,0.0,0.95833333,0.6666666666666666,0.144826
6142090aee0a3fd43fb47e43,34.0,0.45833333,0.6666666666666666,0.355174,34.0,0.83333333,0.16666667,0.144826,0.0,0.6666666666666666,0.83333333,0.25
6141d0fb4e27a1844a5f00f6,74.0,0.29166667,0.83333333,0.25,34.0,0.45833333,0.54166667,0.355174,0.0,0.45833333,0.79166667,0.355174
6141e96dee0a3fd43fb47d27,34.0,0.83333333,0.54166667,0.355174,34.0,0.45833333,0.79166667,0.355174,0.0,0.16666667,0.20833333,0.25
6141cf1f31cf3ef3d4a9ed54,34.0,0.20833333,0.16666667,0.355174,0.0,0.41666667,0.3333333333333333,0.25,0.0,0.58333333,0.16666667,0.355174
61420e2b9cbada84a8676c5b,74.0,0.79166667,0.08333333,0.25,34.0,0.08333333,0.79166667,0.144826,34.0,0.58333333,0.41666667,0.144826
6142a58d31cf3ef3d4a9f5c2,34.0,0.70833333,0.04166667,0.144826,0.0,0.04166667,0.70833333,0.25,0.0,0.3333333333333333,0.16666667,0.144826
614331c93ac25c70a5c6ccbf,0.0,0.58333333,0.29166667,0.355174,0.0,0.54166667,0.83333333,0.25,0.0,0.95833333,0.16666667,0.144826
6141da119cbada84a8676a07,74.0,0.91666667,0.08333333,0.25,34.0,0.95833333,0.79166667,0.144826,34.0,0.20833333,0.29166667,0.355174
6141eb43ee0a3fd43fb47d43,34.0,0.3333333333333333,0.6666666666666666,0.355174,34.0,0.45833333,0.6666666666666666,0.355174,0.0,0.04166667,0.95833333,0.25
6142343ebaaf234b35290668,74.0,0.41666667,0.20833333,0.25,0.0,0.08333333,0.91666667,0.355174,0.0,0.83333333,0.04166667,0.144826
614236feee0a3fd43fb47ef9,34.0,0.58333333,0.16666667,0.144826,34.0,0.70833333,0.16666667,0.355174,0.0,0.54166667,0.95833333,0.25
6142084e31cf3ef3d4a9f256,34.0,0.08333333,0.04166667,0.144826,0.0,0.16666667,0.70833333,0.25,0.0,0.3333333333333333,0.79166667,0.355174
